10,-0.00554369111784434,0.06721217268326996
10.5925372517729,-0.005675670593050254,0.05856535265969143
11.22018454301963,-0.005229849498414762,0.05115912924098609
11.88502227437019,-0.005299920799640982,0.04694157523051956
12.58925411794166,-0.005477163501966521,0.03694155230662943
13.33521432163324,-0.00531129875955228,0.03010606071864785
14.12537544622755,-0.005007698574475724,0.02328393896877401
14.96235656094433,-0.004799258513599493,0.01521299889319749
15.84893192461114,-0.004936721799979792,0.006993035993758667
16.78804018122563,-0.004977991694901277,-0.0005185195431991474
17.78279410038923,-0.005193891913548126,-0.007597042477499372
18.83649089489802,-0.005070006304443252,-0.01475898665289321
19.95262314968883,-0.005090536085901739,-0.02256212171644734
21.13489039836643,-0.004976744531634937,-0.02930850080490188
22.38721138568342,-0.004932454520954262,-0.03565009279256515
23.71373705661656,-0.005099005055618339,-0.04374579731733519
25.11886431509577,-0.004841410702481555,-0.05231171311817207
26.60725059798808,-0.004692156700316014,-0.0587516666774377
28.18382931264455,-0.005166168479567882,-0.06687526058800586
29.85382618917957,-0.005108656302762536,-0.07440339070120672
31.6227766016838,-0.004706520695131206,-0.08309975202577391
33.49654391578279,-0.005005610761431576,-0.09115934538500881
35.48133892335753,-0.004699097670185987,-0.09957007705447296
37.58374042884444,-0.004838418945824347,-0.1079155117556212
39.81071705534969,-0.00473606486689287,-0.1174170734962132
42.16965034285822,-0.004683945776823285,-0.1282320924594273
44.66835921509634,-0.005000680105570607,-0.1376694925130693
47.31512589614803,-0.004583298928672791,-0.1470402686524466
50.11872336272725,-0.004536955208327716,-0.1594779794214745
53.08844442309879,-0.004770327514674455,-0.1696393088739221
56.23413251903491,-0.004776544260690095,-0.1826771876954894
59.5662143529011,-0.004950209304499683,-0.1935985955760415
63.09573444801929,-0.004726781649868353,-0.2068878741891496
66.83439175686149,-0.004812794469580429,-0.2213249787203608
70.79457843841388,-0.004838407214058477,-0.2340657035324796
74.98942093324558,-0.005041518926325585,-0.2497660650711526
79.43282347242805,-0.005074775570341786,-0.2657756412928194
84.13951416451965,-0.004976028256776025,-0.2837060179462156
89.12509381337441,-0.005234820868116944,-0.3016141908206862
94.40608762859246,-0.005010323594825038,-0.3199404174816465
100,-0.005388322468533623,-0.3393497194893484
105.9253725177289,-0.005063569790399144,-0.3616259614884143
112.2018454301963,-0.005138441546347776,-0.3827334164609368
118.8502227437018,-0.00503834937395138,-0.4070155780495668
125.8925411794166,-0.005083460517790368,-0.4312008058200831
133.3521432163324,-0.005341695951372493,-0.4579644093057027
141.2537544622754,-0.005250402556741435,-0.4857893694328403
149.6235656094433,-0.005211572248436136,-0.5143970827363091
158.4893192461114,-0.005156143826321014,-0.5450339606184684
167.8804018122561,-0.005087555833490622,-0.5776993446809513
177.8279410038923,-0.005328085943601343,-0.6113078314775429
188.36490894898,-0.004832548626802592,-0.6496034740654153
199.5262314968879,-0.005294711421592487,-0.6874124699148112
211.3489039836648,-0.005190476974937631,-0.7298984247542855
223.872113856834,-0.005143699867411488,-0.7735835182296498
237.1373705661655,-0.005110118505015351,-0.8191252020475801
251.1886431509582,-0.00541948535257528,-0.867269757356496
266.0725059798808,-0.005295304702012618,-0.9186846282390815
281.8382931264455,-0.005363373639799304,-0.9744184201151427
